year,state,sightings_year,breweries,per_capita_gdp_current,num_movies,Urban,Suburban,Rural
2002,AZ,120,39,36451,9,0.61,0.63,0.49
2002,CA,425,270,36451,9,0.61,0.63,0.49
2002,CO,71,102,36451,9,0.61,0.63,0.49
2002,CT,23,17,36451,9,0.61,0.63,0.49
2002,DE,9,8,36451,9,0.61,0.63,0.49
2002,FL,155,83,36451,9,0.61,0.63,0.49
2002,GA,42,25,36451,9,0.61,0.63,0.49
2002,HI,15,13,36451,9,0.61,0.63,0.49
2002,IA,25,15,36451,9,0.61,0.63,0.49
2002,ID,19,19,36451,9,0.61,0.63,0.49
2002,IL,95,43,36451,9,0.61,0.63,0.49
2002,IN,46,23,36451,9,0.61,0.63,0.49
2002,KS,25,8,36451,9,0.61,0.63,0.49
2002,KY,29,10,36451,9,0.61,0.63,0.49
2002,LA,22,7,36451,9,0.61,0.63,0.49
2002,MA,50,43,36451,9,0.61,0.63,0.49
2002,MD,50,26,36451,9,0.61,0.63,0.49
2002,ME,30,38,36451,9,0.61,0.63,0.49
2002,MI,84,69,36451,9,0.61,0.63,0.49
2002,MN,28,37,36451,9,0.61,0.63,0.49
2002,MO,56,28,36451,9,0.61,0.63,0.49
2002,MS,12,4,36451,9,0.61,0.63,0.49
2002,MT,20,28,36451,9,0.61,0.63,0.49
2002,NC,65,38,36451,9,0.61,0.63,0.49
2002,ND,4,3,36451,9,0.61,0.63,0.49
2002,NE,18,10,36451,9,0.61,0.63,0.49
2002,NH,25,17,36451,9,0.61,0.63,0.49
2002,NJ,58,20,36451,9,0.61,0.63,0.49
2002,NM,46,23,36451,9,0.61,0.63,0.49
2002,NV,42,17,36451,9,0.61,0.63,0.49
2002,NY,154,84,36451,9,0.61,0.63,0.49
2002,OH,93,64,36451,9,0.61,0.63,0.49
2002,OK,28,6,36451,9,0.61,0.63,0.49
2002,OR,96,81,36451,9,0.61,0.63,0.49
2002,PA,133,76,36451,9,0.61,0.63,0.49
2002,RI,6,7,36451,9,0.61,0.63,0.49
2002,SC,28,19,36451,9,0.61,0.63,0.49
2002,SD,8,7,36451,9,0.61,0.63,0.49
2002,TN,52,22,36451,9,0.61,0.63,0.49
2002,TX,174,42,36451,9,0.61,0.63,0.49
2002,UT,43,17,36451,9,0.61,0.63,0.49
2002,VA,63,30,36451,9,0.61,0.63,0.49
2002,VT,14,25,36451,9,0.61,0.63,0.49
2002,WA,210,94,36451,9,0.61,0.63,0.49
2002,WI,50,90,36451,9,0.61,0.63,0.49
2002,WV,24,5,36451,9,0.61,0.63,0.49
2002,WY,15,11,36451,9,0.61,0.63,0.49
2003,AK,14,15,38811,9,0.64,0.65,0.51
2003,AL,42,3,38811,9,0.64,0.65,0.51
2003,AR,57,4,38811,9,0.64,0.65,0.51
2003,AZ,127,36,38811,9,0.64,0.65,0.51
2003,CA,597,278,38811,9,0.64,0.65,0.51
2003,CO,82,99,38811,9,0.64,0.65,0.51
2003,CT,35,17,38811,9,0.64,0.65,0.51
2003,DE,5,9,38811,9,0.64,0.65,0.51
2003,FL,205,78,38811,9,0.64,0.65,0.51
2003,GA,66,29,38811,9,0.64,0.65,0.51
2003,HI,12,13,38811,9,0.64,0.65,0.51
2003,IA,33,17,38811,9,0.64,0.65,0.51
2003,ID,27,20,38811,9,0.64,0.65,0.51
2003,IL,93,43,38811,9,0.64,0.65,0.51
2003,IN,82,23,38811,9,0.64,0.65,0.51
2003,KS,24,7,38811,9,0.64,0.65,0.51
2003,KY,42,10,38811,9,0.64,0.65,0.51
2003,LA,31,6,38811,9,0.64,0.65,0.51
2003,MA,65,44,38811,9,0.64,0.65,0.51
2003,MD,37,27,38811,9,0.64,0.65,0.51
2003,ME,36,37,38811,9,0.64,0.65,0.51
2003,MI,93,76,38811,9,0.64,0.65,0.51
2003,MN,44,31,38811,9,0.64,0.65,0.51
2003,MO,64,28,38811,9,0.64,0.65,0.51
2003,MS,16,3,38811,9,0.64,0.65,0.51
2003,MT,19,24,38811,9,0.64,0.65,0.51
2003,NC,81,41,38811,9,0.64,0.65,0.51
2003,ND,8,3,38811,9,0.64,0.65,0.51
2003,NE,28,12,38811,9,0.64,0.65,0.51
2003,NH,25,16,38811,9,0.64,0.65,0.51
2003,NJ,76,22,38811,9,0.64,0.65,0.51
2003,NM,45,20,38811,9,0.64,0.65,0.51
2003,NV,38,16,38811,9,0.64,0.65,0.51
2003,NY,157,86,38811,9,0.64,0.65,0.51
2003,OH,114,59,38811,9,0.64,0.65,0.51
2003,OK,48,6,38811,9,0.64,0.65,0.51
2003,OR,93,87,38811,9,0.64,0.65,0.51
2003,PA,86,78,38811,9,0.64,0.65,0.51
2003,RI,10,6,38811,9,0.64,0.65,0.51
2003,SC,63,21,38811,9,0.64,0.65,0.51
2003,SD,8,7,38811,9,0.64,0.65,0.51
2003,TN,50,22,38811,9,0.64,0.65,0.51
2003,TX,189,41,38811,9,0.64,0.65,0.51
2003,UT,41,15,38811,9,0.64,0.65,0.51
2003,VA,67,30,38811,9,0.64,0.65,0.51
2003,VT,8,25,38811,9,0.64,0.65,0.51
2003,WA,245,91,38811,9,0.64,0.65,0.51
2003,WI,66,90,38811,9,0.64,0.65,0.51
2003,WV,18,5,38811,9,0.64,0.65,0.51
2003,WY,9,11,38811,9,0.64,0.65,0.51
2004,AK,11,13,41856,7,0.65,0.67,0.53
2004,AL,27,5,41856,7,0.65,0.67,0.53
2004,AR,34,4,41856,7,0.65,0.67,0.53
2004,AZ,199,31,41856,7,0.65,0.67,0.53
2004,CA,562,282,41856,7,0.65,0.67,0.53
2004,CO,98,99,41856,7,0.65,0.67,0.53
2004,CT,43,20,41856,7,0.65,0.67,0.53
2004,DE,8,9,41856,7,0.65,0.67,0.53
2004,FL,206,74,41856,7,0.65,0.67,0.53
2004,GA,66,29,41856,7,0.65,0.67,0.53
2004,HI,18,13,41856,7,0.65,0.67,0.53
2004,IA,37,21,41856,7,0.65,0.67,0.53
2004,ID,19,19,41856,7,0.65,0.67,0.53
2004,IL,220,45,41856,7,0.65,0.67,0.53
2004,IN,105,23,41856,7,0.65,0.67,0.53
2004,KS,33,10,41856,7,0.65,0.67,0.53
2004,KY,44,10,41856,7,0.65,0.67,0.53
2004,LA,44,9,41856,7,0.65,0.67,0.53
2004,MA,62,46,41856,7,0.65,0.67,0.53
2004,MD,44,29,41856,7,0.65,0.67,0.53
2004,ME,16,43,41856,7,0.65,0.67,0.53
2004,MI,83,78,41856,7,0.65,0.67,0.53
2004,MN,75,30,41856,7,0.65,0.67,0.53
2004,MO,80,28,41856,7,0.65,0.67,0.53
2004,MS,23,3,41856,7,0.65,0.67,0.53
2004,MT,27,22,41856,7,0.65,0.67,0.53
2004,NC,83,43,41856,7,0.65,0.67,0.53
2004,ND,9,4,41856,7,0.65,0.67,0.53
2004,NE,36,12,41856,7,0.65,0.67,0.53
2004,NH,18,16,41856,7,0.65,0.67,0.53
2004,NJ,84,21,41856,7,0.65,0.67,0.53
2004,NM,40,22,41856,7,0.65,0.67,0.53
2004,NV,49,17,41856,7,0.65,0.67,0.53
2004,NY,184,80,41856,7,0.65,0.67,0.53
2004,OH,135,55,41856,7,0.65,0.67,0.53
2004,OK,33,7,41856,7,0.65,0.67,0.53
2004,OR,93,92,41856,7,0.65,0.67,0.53
2004,PA,137,86,41856,7,0.65,0.67,0.53
2004,RI,19,6,41856,7,0.65,0.67,0.53
2004,SC,47,21,41856,7,0.65,0.67,0.53
2004,SD,13,6,41856,7,0.65,0.67,0.53
2004,TN,81,24,41856,7,0.65,0.67,0.53
2004,TX,201,40,41856,7,0.65,0.67,0.53
2004,UT,25,16,41856,7,0.65,0.67,0.53
2004,VA,55,31,41856,7,0.65,0.67,0.53
2004,VT,9,26,41856,7,0.65,0.67,0.53
2004,WA,246,93,41856,7,0.65,0.67,0.53
2004,WI,52,97,41856,7,0.65,0.67,0.53
2004,WV,25,4,41856,7,0.65,0.67,0.53
2004,WY,6,13,41856,7,0.65,0.67,0.53
2005,AK,22,15,44961,13,0.69,0.7,0.6
2005,AL,39,5,44961,13,0.69,0.7,0.6
2005,AR,37,4,44961,13,0.69,0.7,0.6
2005,AZ,201,31,44961,13,0.69,0.7,0.6
2005,CA,539,278,44961,13,0.69,0.7,0.6
2005,CO,77,104,44961,13,0.69,0.7,0.6
2005,CT,29,19,44961,13,0.69,0.7,0.6
2005,DE,11,8,44961,13,0.69,0.7,0.6
2005,FL,244,69,44961,13,0.69,0.7,0.6
2005,GA,73,25,44961,13,0.69,0.7,0.6
2005,HI,18,12,44961,13,0.69,0.7,0.6
2005,IA,44,18,44961,13,0.69,0.7,0.6
2005,ID,31,20,44961,13,0.69,0.7,0.6
2005,IL,209,43,44961,13,0.69,0.7,0.6
2005,IN,84,27,44961,13,0.69,0.7,0.6
2005,KS,44,11,44961,13,0.69,0.7,0.6
2005,KY,60,10,44961,13,0.69,0.7,0.6
2005,LA,30,10,44961,13,0.69,0.7,0.6
2005,MA,61,38,44961,13,0.69,0.7,0.6
2005,MD,40,25,44961,13,0.69,0.7,0.6
2005,ME,25,43,44961,13,0.69,0.7,0.6
2005,MI,92,84,44961,13,0.69,0.7,0.6
2005,MN,74,31,44961,13,0.69,0.7,0.6
2005,MO,76,33,44961,13,0.69,0.7,0.6
2005,MS,20,3,44961,13,0.69,0.7,0.6
2005,MT,29,21,44961,13,0.69,0.7,0.6
2005,NC,106,45,44961,13,0.69,0.7,0.6
2005,ND,4,4,44961,13,0.69,0.7,0.6
2005,NE,14,16,44961,13,0.69,0.7,0.6
2005,NH,41,14,44961,13,0.69,0.7,0.6
2005,NJ,86,21,44961,13,0.69,0.7,0.6
2005,NM,34,22,44961,13,0.69,0.7,0.6
2005,NV,56,16,44961,13,0.69,0.7,0.6
2005,NY,161,82,44961,13,0.69,0.7,0.6
2005,OH,88,53,44961,13,0.69,0.7,0.6
2005,OK,45,8,44961,13,0.69,0.7,0.6
2005,OR,107,88,44961,13,0.69,0.7,0.6
2005,PA,104,78,44961,13,0.69,0.7,0.6
2005,RI,16,5,44961,13,0.69,0.7,0.6
2005,SC,51,19,44961,13,0.69,0.7,0.6
2005,SD,8,6,44961,13,0.69,0.7,0.6
2005,TN,51,19,44961,13,0.69,0.7,0.6
2005,TX,218,45,44961,13,0.69,0.7,0.6
2005,UT,30,15,44961,13,0.69,0.7,0.6
2005,VA,75,34,44961,13,0.69,0.7,0.6
2005,VT,16,24,44961,13,0.69,0.7,0.6
2005,WA,191,100,44961,13,0.69,0.7,0.6
2005,WI,65,98,44961,13,0.69,0.7,0.6
2005,WV,24,4,44961,13,0.69,0.7,0.6
2005,WY,12,14,44961,13,0.69,0.7,0.6
2006,AK,14,14,47097,6,0.71,0.73,0.62
2006,AL,39,4,47097,6,0.71,0.73,0.62
2006,AR,31,4,47097,6,0.71,0.73,0.62
2006,AZ,141,33,47097,6,0.71,0.73,0.62
2006,CA,561,293,47097,6,0.71,0.73,0.62
2006,CO,96,102,47097,6,0.71,0.73,0.62
2006,CT,31,18,47097,6,0.71,0.73,0.62
2006,DE,9,9,47097,6,0.71,0.73,0.62
2006,FL,218,51,47097,6,0.71,0.73,0.62
2006,GA,77,22,47097,6,0.71,0.73,0.62
2006,HI,11,12,47097,6,0.71,0.73,0.62
2006,IA,27,19,47097,6,0.71,0.73,0.62
2006,ID,36,20,47097,6,0.71,0.73,0.62
2006,IL,143,45,47097,6,0.71,0.73,0.62
2006,IN,63,25,47097,6,0.71,0.73,0.62
2006,KS,38,17,47097,6,0.71,0.73,0.62
2006,KY,47,10,47097,6,0.71,0.73,0.62
2006,LA,27,10,47097,6,0.71,0.73,0.62
2006,MA,59,40,47097,6,0.71,0.73,0.62
2006,MD,33,26,47097,6,0.71,0.73,0.62
2006,ME,25,43,47097,6,0.71,0.73,0.62
2006,MI,109,91,47097,6,0.71,0.73,0.62
2006,MN,58,35,47097,6,0.71,0.73,0.62
2006,MO,71,34,47097,6,0.71,0.73,0.62
2006,MS,21,NA,47097,6,0.71,0.73,0.62
2006,MT,26,22,47097,6,0.71,0.73,0.62
2006,NC,75,46,47097,6,0.71,0.73,0.62
2006,ND,8,3,47097,6,0.71,0.73,0.62
2006,NE,24,16,47097,6,0.71,0.73,0.62
2006,NH,15,14,47097,6,0.71,0.73,0.62
2006,NJ,72,21,47097,6,0.71,0.73,0.62
2006,NM,61,23,47097,6,0.71,0.73,0.62
2006,NV,41,16,47097,6,0.71,0.73,0.62
2006,NY,124,82,47097,6,0.71,0.73,0.62
2006,OH,100,57,47097,6,0.71,0.73,0.62
2006,OK,32,7,47097,6,0.71,0.73,0.62
2006,OR,84,95,47097,6,0.71,0.73,0.62
2006,PA,130,81,47097,6,0.71,0.73,0.62
2006,RI,15,5,47097,6,0.71,0.73,0.62
2006,SC,36,16,47097,6,0.71,0.73,0.62
2006,SD,7,7,47097,6,0.71,0.73,0.62
2006,TN,61,19,47097,6,0.71,0.73,0.62
2006,TX,231,47,47097,6,0.71,0.73,0.62
2006,UT,23,17,47097,6,0.71,0.73,0.62
2006,VA,66,35,47097,6,0.71,0.73,0.62
2006,VT,11,24,47097,6,0.71,0.73,0.62
2006,WA,177,108,47097,6,0.71,0.73,0.62
2006,WI,38,103,47097,6,0.71,0.73,0.62
2006,WV,17,6,47097,6,0.71,0.73,0.62
2006,WY,11,14,47097,6,0.71,0.73,0.62
2007,AK,8,15,49379,15,0.75,0.77,0.63
2007,AL,52,5,49379,15,0.75,0.77,0.63
2007,AR,35,4,49379,15,0.75,0.77,0.63
2007,AZ,141,33,49379,15,0.75,0.77,0.63
2007,CA,584,310,49379,15,0.75,0.77,0.63
2007,CO,90,112,49379,15,0.75,0.77,0.63
2007,CT,64,19,49379,15,0.75,0.77,0.63
2007,DE,13,10,49379,15,0.75,0.77,0.63
2007,FL,264,50,49379,15,0.75,0.77,0.63
2007,GA,106,23,49379,15,0.75,0.77,0.63
2007,HI,22,12,49379,15,0.75,0.77,0.63
2007,IA,50,20,49379,15,0.75,0.77,0.63
2007,ID,18,20,49379,15,0.75,0.77,0.63
2007,IL,180,52,49379,15,0.75,0.77,0.63
2007,IN,81,30,49379,15,0.75,0.77,0.63
2007,KS,45,18,49379,15,0.75,0.77,0.63
2007,KY,58,12,49379,15,0.75,0.77,0.63
2007,LA,25,10,49379,15,0.75,0.77,0.63
2007,MA,67,43,49379,15,0.75,0.77,0.63
2007,MD,43,24,49379,15,0.75,0.77,0.63
2007,ME,25,43,49379,15,0.75,0.77,0.63
2007,MI,138,94,49379,15,0.75,0.77,0.63
2007,MN,52,34,49379,15,0.75,0.77,0.63
2007,MO,113,38,49379,15,0.75,0.77,0.63
2007,MS,25,NA,49379,15,0.75,0.77,0.63
2007,MT,20,26,49379,15,0.75,0.77,0.63
2007,NC,111,45,49379,15,0.75,0.77,0.63
2007,ND,6,3,49379,15,0.75,0.77,0.63
2007,NE,29,17,49379,15,0.75,0.77,0.63
2007,NH,31,15,49379,15,0.75,0.77,0.63
2007,NJ,69,21,49379,15,0.75,0.77,0.63
2007,NM,49,21,49379,15,0.75,0.77,0.63
2007,NV,57,16,49379,15,0.75,0.77,0.63
2007,NY,171,77,49379,15,0.75,0.77,0.63
2007,OH,115,58,49379,15,0.75,0.77,0.63
2007,OK,39,6,49379,15,0.75,0.77,0.63
2007,OR,112,96,49379,15,0.75,0.77,0.63
2007,PA,151,94,49379,15,0.75,0.77,0.63
2007,RI,14,5,49379,15,0.75,0.77,0.63
2007,SC,78,17,49379,15,0.75,0.77,0.63
2007,SD,14,8,49379,15,0.75,0.77,0.63
2007,TN,64,22,49379,15,0.75,0.77,0.63
2007,TX,213,45,49379,15,0.75,0.77,0.63
2007,UT,36,15,49379,15,0.75,0.77,0.63
2007,VA,70,35,49379,15,0.75,0.77,0.63
2007,VT,22,22,49379,15,0.75,0.77,0.63
2007,WA,219,110,49379,15,0.75,0.77,0.63
2007,WI,60,105,49379,15,0.75,0.77,0.63
2007,WV,26,6,49379,15,0.75,0.77,0.63
2007,WY,9,14,49379,15,0.75,0.77,0.63
2008,AK,12,16,50088,16,0.75,0.77,0.63
2008,AL,51,5,50088,16,0.75,0.77,0.63
2008,AR,40,4,50088,16,0.75,0.77,0.63
2008,AZ,178,33,50088,16,0.75,0.77,0.63
2008,CA,704,333,50088,16,0.75,0.77,0.63
2008,CO,99,117,50088,16,0.75,0.77,0.63
2008,CT,61,21,50088,16,0.75,0.77,0.63
2008,DE,12,9,50088,16,0.75,0.77,0.63
2008,FL,301,61,50088,16,0.75,0.77,0.63
2008,GA,103,20,50088,16,0.75,0.77,0.63
2008,HI,18,11,50088,16,0.75,0.77,0.63
2008,IA,36,21,50088,16,0.75,0.77,0.63
2008,ID,26,24,50088,16,0.75,0.77,0.63
2008,IL,167,51,50088,16,0.75,0.77,0.63
2008,IN,122,30,50088,16,0.75,0.77,0.63
2008,KS,31,17,50088,16,0.75,0.77,0.63
2008,KY,70,12,50088,16,0.75,0.77,0.63
2008,LA,45,10,50088,16,0.75,0.77,0.63
2008,MA,74,45,50088,16,0.75,0.77,0.63
2008,MD,64,24,50088,16,0.75,0.77,0.63
2008,ME,27,43,50088,16,0.75,0.77,0.63
2008,MI,140,96,50088,16,0.75,0.77,0.63
2008,MN,54,36,50088,16,0.75,0.77,0.63
2008,MO,104,38,50088,16,0.75,0.77,0.63
2008,MS,24,NA,50088,16,0.75,0.77,0.63
2008,MT,19,31,50088,16,0.75,0.77,0.63
2008,NC,132,50,50088,16,0.75,0.77,0.63
2008,ND,10,3,50088,16,0.75,0.77,0.63
2008,NE,18,16,50088,16,0.75,0.77,0.63
2008,NH,34,16,50088,16,0.75,0.77,0.63
2008,NJ,103,20,50088,16,0.75,0.77,0.63
2008,NM,58,20,50088,16,0.75,0.77,0.63
2008,NV,68,17,50088,16,0.75,0.77,0.63
2008,NY,209,81,50088,16,0.75,0.77,0.63
2008,OH,136,66,50088,16,0.75,0.77,0.63
2008,OK,57,9,50088,16,0.75,0.77,0.63
2008,OR,92,108,50088,16,0.75,0.77,0.63
2008,PA,190,97,50088,16,0.75,0.77,0.63
2008,RI,17,5,50088,16,0.75,0.77,0.63
2008,SC,45,16,50088,16,0.75,0.77,0.63
2008,SD,8,7,50088,16,0.75,0.77,0.63
2008,TN,102,23,50088,16,0.75,0.77,0.63
2008,TX,365,47,50088,16,0.75,0.77,0.63
2008,UT,29,15,50088,16,0.75,0.77,0.63
2008,VA,99,43,50088,16,0.75,0.77,0.63
2008,VT,15,24,50088,16,0.75,0.77,0.63
2008,WA,199,121,50088,16,0.75,0.77,0.63
2008,WI,68,110,50088,16,0.75,0.77,0.63
2008,WV,31,6,50088,16,0.75,0.77,0.63
2008,WY,12,14,50088,16,0.75,0.77,0.63
2009,AK,17,18,48470,19,0.73,0.76,0.68
2009,AL,35,5,48470,19,0.73,0.76,0.68
2009,AR,28,5,48470,19,0.73,0.76,0.68
2009,AZ,160,34,48470,19,0.73,0.76,0.68
2009,CA,644,340,48470,19,0.73,0.76,0.68
2009,CO,89,116,48470,19,0.73,0.76,0.68
2009,CT,69,19,48470,19,0.73,0.76,0.68
2009,DE,9,11,48470,19,0.73,0.76,0.68
2009,FL,252,52,48470,19,0.73,0.76,0.68
2009,GA,82,22,48470,19,0.73,0.76,0.68
2009,HI,19,11,48470,19,0.73,0.76,0.68
2009,IA,41,28,48470,19,0.73,0.76,0.68
2009,ID,24,25,48470,19,0.73,0.76,0.68
2009,IL,138,60,48470,19,0.73,0.76,0.68
2009,IN,77,39,48470,19,0.73,0.76,0.68
2009,KS,43,17,48470,19,0.73,0.76,0.68
2009,KY,60,15,48470,19,0.73,0.76,0.68
2009,LA,56,11,48470,19,0.73,0.76,0.68
2009,MA,77,44,48470,19,0.73,0.76,0.68
2009,MD,43,26,48470,19,0.73,0.76,0.68
2009,ME,42,42,48470,19,0.73,0.76,0.68
2009,MI,125,104,48470,19,0.73,0.76,0.68
2009,MN,63,39,48470,19,0.73,0.76,0.68
