lat,loc,lon
41.3984761,"Helena, AR",-75.77203279999999
37.7749295,"Helena, AR",-122.4194155
44.9630216,"Helena, AR",-92.9649361
31.9575818,"Helena, AR",-110.955646
33.177294,"Helena, AR",-111.5468301
41.67176480000001,"Helena, AR",-72.9492703
43.4710944,"Helena, AR",-89.74429060000001
40.5142026,"Helena, AR",-88.9906312
39.2776156,"Helena, AR",-74.5746001
33.3061605,"Helena, AR",-111.8412502
40.44062479999999,"Helena, AR",-79.9958864
40.7607793,"Helena, AR",-111.8910474
39.5480789,"Helena, AR",-104.9739333
32.715738,"Helena, AR",-117.1610838
45.9805556,"Helena, AR",-94.36944439999999
39.44033599999999,"Helena, AR",-84.3621634
34.9495672,"Helena, AR",-81.9320482
35.9940329,"Helena, AR",-78.898619
30.3321838,"Helena, AR",-81.65565099999999
30.505198,"Helena, AR",-97.8202888
42.492786,"Helena, AR",-92.34257749999999
43.3465552,"Helena, AR",-73.177286
39.95276339999999,"Helena, AR",-105.1685977
26.6253497,"Helena, AR",-81.6248026
38.2526647,"Helena, AR",-85.7584557
33.6803003,"Helena, AR",-116.173894
42.1290753,"Helena, AR",-83.1445904
36.0956918,"Helena, AR",-79.43779909999999
41.2753589,"Helena, AR",-75.8501955
36.2077288,"Helena, AR",-119.3473379
36.4778428,"Helena, AR",-92.3512705
28.0341847,"Helena, AR",-82.6650992
34.483901,"Helena, AR",-114.3224548
35.4675602,"Helena, AR",-97.5164276
42.0548167,"Helena, AR",-72.7703724
40.6794072,"Helena, AR",-73.8507279
29.9012437,"Helena, AR",-81.31243409999999
40.8964465,"Helena, AR",-78.2205688
39.41539119999999,"Helena, AR",-75.9174417
38.855419,"Helena, AR",-77.0521289
48.01509799999999,"Helena, AR",-122.0637425
39.6345259,"Helena, AR",-79.9697862
44.51915899999999,"Helena, AR",-88.019826
40.2453741,"Helena, AR",-75.6496302
37.2709704,"Helena, AR",-79.9414266
30.267153,"Helena, AR",-97.7430608
40.6916132,"Helena, AR",-112.0010501
40.7607793,"Helena, AR",-111.8910474
27.950575,"Helena, AR",-82.4571776
36.1539816,"Helena, AR",-95.99277500000001
39.9525839,"Helena, AR",-75.1652215
39.5359406,"Helena, AR",-76.34829309999999
42.1200456,"Helena, AR",-85.532775
43.0389025,"Helena, AR",-87.9064736
38.9917797,"Helena, AR",-74.8148894
37.9577016,"Helena, AR",-121.2907796
41.5772115,"Helena, AR",-93.711332
33.296224,"Helena, AR",-86.8436004
45.5230622,"Helena, AR",-122.6764815
34.7137729,"Helena, AR",-77.2452328
38.2975381,"Helena, AR",-122.286865
33.4483771,"Helena, AR",-112.0740373
42.4625362,"Helena, AR",-83.1040912
39.6136578,"Helena, AR",-86.10665259999999
35.4397037,"Helena, AR",-89.81772079999999
21.3420741,"Helena, AR",-157.9642869
40.69933030000001,"Helena, AR",-99.0816784
40.3275697,"Helena, AR",-80.0394977
42.3369816,"Helena, AR",-83.27326269999999
41.3832162,"Helena, AR",-71.64187439999999
35.2270869,"Helena, AR",-80.8431267
35.4325849,"Helena, AR",-93.6154676
34.1321631,"Helena, AR",-84.30066599999999
30.4196584,"Helena, AR",-83.30042159999999
28.7030519,"Helena, AR",-81.3384011
36.6770111,"Helena, AR",-93.8688109
28.5383355,"Helena, AR",-81.3792365
41.394817,"Helena, AR",-73.4540111
44.9428975,"Helena, AR",-123.0350963
42.2917069,"Helena, AR",-85.5872286
36.1699412,"Helena, AR",-115.1398296
41.9211423,"Helena, AR",-87.8092266
46.7162136,"Helena, AR",-122.9542972
45.6318397,"Helena, AR",-122.6716063
36.595141,"Helena, AR",-82.1888089
44.8006775,"Helena, AR",-122.7945333
46.87871759999999,"Helena, AR",-113.996586
42.8564917,"Helena, AR",-85.38046949999999
36.1988592,"Helena, AR",-115.1175013
33.5206608,"Helena, AR",-86.80248999999999
42.3709299,"Helena, AR",-71.1828321
33.9533487,"Helena, AR",-117.3961564
34.1477849,"Helena, AR",-118.1445155
38.9736392,"Helena, AR",-92.74324179999999
40.5865396,"Helena, AR",-122.3916754
40.5642068,"Helena, AR",-90.2765127
41.3174524,"Helena, AR",-81.50477719999999
41.3073102,"Helena, AR",-75.3199035
39.6618814,"Helena, AR",-86.1166506
33.6890603,"Helena, AR",-78.8866943
33.7700504,"Helena, AR",-118.1937395
33.7489954,"Helena, AR",-84.3879824
38.9989499,"Helena, AR",-84.62661109999999
43.2239229,"Helena, AR",-77.1861277
43.5072317,"Helena, AR",-86.3475717
39.9508733,"Helena, AR",-86.261937
40.6668916,"Helena, AR",-111.8879909
43.0481221,"Helena, AR",-76.14742439999999
35.0853336,"Helena, AR",-106.6055534
39.2903848,"Helena, AR",-76.6121893
41.93752629999999,"Helena, AR",-96.47311409999999
29.7604267,"Helena, AR",-95.3698028
45.2309536,"Helena, AR",-122.7559267
39.7392358,"Helena, AR",-104.990251
36.3341373,"Helena, AR",-86.7119033
41.9164343,"Helena, AR",-83.3977101
42.5972563,"Helena, AR",-82.8779754
45.7832856,"Helena, AR",-108.5006904
29.5821811,"Helena, AR",-95.76078319999999
39.9611755,"Helena, AR",-82.99879419999999
28.6988853,"Helena, AR",-81.30812259999999
43.0730517,"Helena, AR",-89.4012302
26.9761707,"Helena, AR",-82.09064479999999
42.9522221,"Helena, AR",-92.5386382
47.9789848,"Helena, AR",-122.2020795
39.7294319,"Helena, AR",-104.8319195
32.8951262,"Helena, AR",-97.5458565
41.1947018,"Helena, AR",-74.49379429999999
30.1085368,"Helena, AR",-92.1245688
33.9616801,"Helena, AR",-118.3531311
21.3875264,"Helena, AR",-158.1610274
32.5594732,"Helena, AR",-116.9734685
35.1168131,"Helena, AR",-80.72368039999999
43.3058368,"Helena, AR",-100.6581944
33.9244531,"Helena, AR",-84.8413056
39.9112028,"Helena, AR",-77.5499888
37.9779776,"Helena, AR",-122.0310733
38.8048355,"Helena, AR",-77.0469214
29.6516344,"Helena, AR",-82.32482619999999
39.3342744,"Helena, AR",-76.4394056
41.3621503,"Helena, AR",-89.0418249
40.2859203,"Helena, AR",-74.348582
47.4668384,"Helena, AR",-122.3405305
34.0522342,"Helena, AR",-118.2436849
47.76095,"Helena, AR",-122.2055884
47.1853785,"Helena, AR",-122.2928974
26.5628537,"Helena, AR",-81.9495331
34.6182199,"Helena, AR",-79.0086424
37.4635519,"Helena, AR",-122.4285862
34.1867623,"Helena, AR",-85.1746725
28.0836269,"Helena, AR",-80.60810889999999
38.7309378,"Helena, AR",-90.3889622
41.4339484,"Helena, AR",-79.7064413
47.7443867,"Helena, AR",-93.6540847
40.3930973,"Helena, AR",-90.1548421
34.0194543,"Helena, AR",-118.4911912
33.6971468,"Helena, AR",-117.185294
33.7742692,"Helena, AR",-117.9379952
44.5459679,"Helena, AR",-69.6203137
41.8712103,"Helena, AR",-71.5520069
42.2625932,"Helena, AR",-71.8022934
42.3222599,"Helena, AR",-83.17631449999999
40.336419,"Helena, AR",-74.43304739999999
40.6572331,"Helena, AR",-75.4985521
39.0634129,"Helena, AR",-81.3951198
41.11774399999999,"Helena, AR",-73.4081575
34.0252164,"Helena, AR",-118.2220544
40.7091121,"Helena, AR",-112.1016088
39.2190608,"Helena, AR",-121.0610606
42.331427,"Helena, AR",-83.0457538
38.9108408,"Helena, AR",-94.3821724
37.9746458,"Helena, AR",-122.5616448
44.6365107,"Helena, AR",-123.1059282
36.0395247,"Helena, AR",-114.9817213
31.9120215,"Helena, AR",-111.881234
43.106456,"Helena, AR",-76.21770459999999
33.3992217,"Helena, AR",-110.8687232
33.177294,"Helena, AR",-111.5468301
40.8991963,"Helena, AR",-73.3678388
39.0638705,"Helena, AR",-108.5506486
32.8283909,"Helena, AR",-117.1441227
35.9131996,"Helena, AR",-79.0558445
33.95260200000001,"Helena, AR",-84.5499327
26.640628,"Helena, AR",-81.8723084
44.0520691,"Helena, AR",-123.0867536
41.3071645,"Helena, AR",-111.9602196
34.09611110000001,"Helena, AR",-118.1058333
40.739097,"Helena, AR",-114.073345
39.0997265,"Helena, AR",-94.5785667
37.5111596,"Helena, AR",-94.8380215
33.609725,"Helena, AR",-84.2873662
39.3456484,"Helena, AR",-79.9420176
44.2163337,"Helena, AR",-73.59044779999999
39.6535988,"Helena, AR",-105.1910996
41.9584457,"Helena, AR",-70.6672621
40.9167654,"Helena, AR",-74.17181099999999
43.2128473,"Helena, AR",-75.4557303
38.9710823,"Helena, AR",-109.713735
42.60111939999999,"Helena, AR",-89.6384532
39.8366528,"Helena, AR",-105.0372046
40.41602779999999,"Helena, AR",-116.5764745
33.6845673,"Helena, AR",-117.8265049
41.2220253,"Helena, AR",-75.9347113
33.857328,"Helena, AR",-84.0199108
40.7256524,"Helena, AR",-75.39406989999999
44.36722220000001,"Helena, AR",-124.0911111
26.2378597,"Helena, AR",-80.1247667
42.2548238,"Helena, AR",-84.20395429999999
41.352597,"Helena, AR",-73.0084385
42.7925777,"Helena, AR",-73.6812293
42.1225482,"Helena, AR",-72.2005059
40.5736784,"Helena, AR",-80.2356156
42.8972624,"Helena, AR",-77.4214278
40.7766616,"Helena, AR",-75.5393155
42.4084302,"Helena, AR",-71.0119948
41.878711,"Helena, AR",-71.38255579999999
37.4946568,"Helena, AR",-120.8465941
33.1580933,"Helena, AR",-117.3505939
40.7670427,"Helena, AR",-72.9962189
32.3199396,"Helena, AR",-106.7636538
42.5834228,"Helena, AR",-71.8022955
45.4562158,"Helena, AR",-123.8440137
39.5820026,"Helena, AR",-84.3202194
35.9606384,"Helena, AR",-83.9207392
40.8317563,"Helena, AR",-75.88242079999999
42.65836609999999,"Helena, AR",-83.1499322
27.7691937,"Helena, AR",-82.7689906
42.88644679999999,"Helena, AR",-78.8783689
33.8752935,"Helena, AR",-117.5664384
41.5119761,"Helena, AR",-87.9656098
39.608949,"Helena, AR",-84.0077105
47.9654304,"Helena, AR",-118.9761322
38.9916726,"Helena, AR",-94.6335684
41.6763545,"Helena, AR",-86.25198979999999
40.4234058,"Helena, AR",-78.433903
46.3237423,"Helena, AR",-120.0086538
33.3703197,"Helena, AR",-112.5837766
39.2673283,"Helena, AR",-76.7983067
28.2441768,"Helena, AR",-82.7192671
38.4095298,"Helena, AR",-82.29459229999999
35.108493,"Helena, AR",-77.04411429999999
39.2720509,"Helena, AR",-76.73191609999999
41.251824,"Helena, AR",-74.4873918
41.9161361,"Helena, AR",-72.5578799
36.3047735,"Helena, AR",-86.6199957
36.0597177,"Helena, AR",-86.6715948
36.1626638,"Helena, AR",-86.7816016
38.8338816,"Helena, AR",-104.8213634
43.66293839999999,"Helena, AR",-116.6873596
37.9715592,"Helena, AR",-87.5710898
39.2533328,"Helena, AR",-114.874248
29.2858129,"Helena, AR",-81.0558894
26.4614625,"Helena, AR",-80.0728201
32.7972176,"Helena, AR",-113.5410267
39.512923,"Helena, AR",-88.7084888
45.2212415,"Helena, AR",-122.5816605
35.1595182,"Helena, AR",-84.8766115
47.6062095,"Helena, AR",-122.3320708
38.5911751,"Helena, AR",-76.94236719999999
34.8697395,"Helena, AR",-111.7609896
40.3356483,"Helena, AR",-75.9268747
35.108476,"Helena, AR",-81.0428538
38.7669954,"Helena, AR",-90.41150569999999
38.9748351,"Helena, AR",-74.8335015
44.7630567,"Helena, AR",-85.62063169999999
28.8028612,"Helena, AR",-81.269453
37.3488827,"Helena, AR",-108.5859265
28.4831682,"Helena, AR",-82.5369872
41.4832665,"Helena, AR",-72.15938419999999
37.7781702,"Helena, AR",-81.1881557
40.0256531,"Helena, AR",-76.5299655
39.5069974,"Helena, AR",-84.74523099999999
38.4087993,"Helena, AR",-121.3716178
46.3526733,"Helena, AR",-94.2020084
42.5173058,"Helena, AR",-73.2281596
28.0222435,"Helena, AR",-81.7328567
40.75839,"Helena, AR",-82.5154471
33.5386523,"Helena, AR",-112.1859866
26.7153424,"Helena, AR",-80.0533746
40.5795317,"Helena, AR",-74.1502007
40.8827374,"Helena, AR",-109.2970766
35.0886963,"Helena, AR",-92.4421011
43.7764258,"Helena, AR",-79.2317521
33.4151843,"Helena, AR",-111.8314724
41.2613129,"Helena, AR",-114.1941831
33.9934867,"Helena, AR",-81.0739825
37.5059332,"Helena, AR",-77.3324425
41.9220496,"Helena, AR",-71.54951009999999
47.3053186,"Helena, AR",-68.1519797
33.6680772,"Helena, AR",-117.3272615
38.984652,"Helena, AR",-77.0947092
35.4749235,"Helena, AR",-97.35852159999999
40.7250986,"Helena, AR",-73.2453946
42.3319904,"Helena, AR",-73.0829366
41.7001009,"Helena, AR",-71.4161671
40.3369272,"Helena, AR",-104.9121967
42.9113098,"Helena, AR",-70.81348179999999
43.2856337,"Helena, AR",-71.46726509999999
32.792,"Helena, AR",-115.5630514
40.372048,"Helena, AR",-75.29267600000001
33.7570541,"Helena, AR",-88.1089185
41.6885978,"Helena, AR",-71.5642076
37.9716898,"Helena, AR",-100.8726618
39.1653182,"Helena, AR",-88.37921159999999
27.2544906,"Helena, AR",-80.22976969999999
38.40157809999999,"Helena, AR",-122.3608105
41.1797865,"Helena, AR",-75.4178994
45.0051213,"Helena, AR",-122.7831455
42.2464123,"Helena, AR",-88.24286149999999
30.6332618,"Helena, AR",-97.6779842
44.9192844,"Helena, AR",-123.3170472
34.1014873,"Helena, AR",-84.5193754
42.51954,"Helena, AR",-70.8967155
39.3738041,"Helena, AR",-119.3740567
36.3302284,"Helena, AR",-119.2920585
43.8331978,"Helena, AR",-70.7781171
38.4603917,"Helena, AR",-75.2207437
41.2306979,"Helena, AR",-73.064036
38.9068445,"Helena, AR",-120.8385462
34.2596475,"Helena, AR",-118.3082747
38.0049214,"Helena, AR",-121.805789
34.0007104,"Helena, AR",-81.0348144
42.63195820000001,"Helena, AR",-70.7829315
38.7296252,"Helena, AR",-120.798546
41.3894905,"Helena, AR",-82.01903209999999
40.7659783,"Helena, AR",-73.01934299999999
41.7691235,"Helena, AR",-72.9648388
39.1102587,"Helena, AR",-108.3509193
27.7518284,"Helena, AR",-82.6267345
42.9658907,"Helena, AR",-78.870036
40.0481941,"Helena, AR",-86.2888117
39.1031182,"Helena, AR",-84.5120196
34.5229255,"Helena, AR",-120.4204466
37.15541839999999,"Helena, AR",-81.8743106
40.1753485,"Helena, AR",-80.7978631
39.4084249,"Helena, AR",-105.3232433
36.5297706,"Helena, AR",-87.3594528
43.2341813,"Helena, AR",-86.24839209999999
36.8507689,"Helena, AR",-76.28587259999999
40.9148209,"Helena, AR",-74.383763
36.4508117,"Helena, AR",-86.5365329
40.4311796,"Helena, AR",-79.26086900000001
41.5192189,"Helena, AR",-81.45789599999999
43.0581768,"Helena, AR",-75.96954649999999
28.2919557,"Helena, AR",-81.40757099999999
41.9227056,"Helena, AR",-111.8135571
29.2108147,"Helena, AR",-81.0228331
36.2574941,"Helena, AR",-86.6477748
34.9492586,"Helena, AR",-83.7573948
35.2257007,"Helena, AR",-80.3289521
32.2217429,"Helena, AR",-110.926479
28.1614046,"Helena, AR",-81.60174169999999
42.73481020000001,"Helena, AR",-71.6581267
35.0073697,"Helena, AR",-80.94507589999999
47.9543375,"Helena, AR",-117.476891
44.3106241,"Helena, AR",-69.7794897
37.0965278,"Helena, AR",-113.5684164
40.7127753,"Helena, AR",-74.0059728
37.0617563,"Helena, AR",-83.4518525
40.5764456,"Helena, AR",-83.38464420000001
41.4500844,"Helena, AR",-71.44950299999999
45.1258332,"Helena, AR",-94.5283333
41.7417714,"Helena, AR",-70.6578104
33.4941704,"Helena, AR",-111.9260519
39.4562099,"Helena, AR",-77.96388689999999
34.1489719,"Helena, AR",-118.451357
34.2073196,"Helena, AR",-84.14019259999999
41.9428801,"Helena, AR",-103.8096301
38.5449065,"Helena, AR",-121.7405167
34.0122346,"Helena, AR",-117.688944
41.6314378,"Helena, AR",-72.459634
42.5144566,"Helena, AR",-83.01465259999999
37.1184318,"Helena, AR",-82.8268265
40.6916132,"Helena, AR",-112.0010501
38.8119527,"Helena, AR",-94.5318982
30.2460361,"Helena, AR",-87.70081929999999
42.928698,"Helena, AR",-71.1870053
38.7011626,"Helena, AR",-90.3623381
34.7303688,"Helena, AR",-86.5861037
34.5362184,"Helena, AR",-117.2927641
41.1536674,"Helena, AR",-81.3578859
39.2339348,"Helena, AR",-86.6250008
40.9792645,"Helena, AR",-74.11653129999999
42.4092038,"Helena, AR",-82.8918587
45.5060682,"Helena, AR",-91.738225
42.44191670000001,"Helena, AR",-94.2960772
22.0881391,"Helena, AR",-159.3379818
34.1425078,"Helena, AR",-118.255075
34.9147921,"Helena, AR",-97.7786493
42.9906361,"Helena, AR",-72.13091659999999
43.6333219,"Helena, AR",-88.72955189999999
39.3398382,"Helena, AR",-74.5751557
44.0462362,"Helena, AR",-123.0220289
40.0325817,"Helena, AR",-75.6274583
39.9537358,"Helena, AR",-74.1979458
33.1731769,"Helena, AR",-84.914936
45.0502435,"Helena, AR",-93.1566112
42.245926,"Helena, AR",-71.90868429999999
44.3683156,"Helena, AR",-100.3509665
40.3451566,"Helena, AR",-75.9927652
36.0990393,"Helena, AR",-78.30110599999999
40.7062104,"Helena, AR",-73.3062302
40.5728403,"Helena, AR",-81.0856532
34.3058279,"Helena, AR",-118.4571974
30.5168639,"Helena, AR",-86.48217199999999
47.30732279999999,"Helena, AR",-122.2284532
40.5575986,"Helena, AR",-74.2846022
48.1919889,"Helena, AR",-114.316813
44.7394103,"Helena, AR",-93.12577230000001
40.1534476,"Helena, AR",-74.0281925
33.7205771,"Helena, AR",-116.2155619
41.223,"Helena, AR",-111.9738304
44.0108074,"Helena, AR",-97.526736
36.0726354,"Helena, AR",-79.7919754
42.78702089999999,"Helena, AR",-73.97095829999999
42.5369783,"Helena, AR",-85.64168459999999
42.5629668,"Helena, AR",-114.4608711
40.5186809,"Helena, AR",-78.3947359
41.44933899999999,"Helena, AR",-81.27390729999999
29.1658158,"Helena, AR",-81.0044995
41.70367110000001,"Helena, AR",-71.5215024
41.1768888,"Helena, AR",-112.0038311
47.8290456,"Helena, AR",-118.414992
47.1282275,"Helena, AR",-117.2426823
34.1083449,"Helena, AR",-117.2897652
46.4004089,"Helena, AR",-117.001189
41.7014912,"Helena, AR",-71.1550451
42.7284117,"Helena, AR",-73.69178509999999
34.2279298,"Helena, AR",-118.3812562
44.5874877,"Helena, AR",-68.23160539999999
48.2185838,"Helena, AR",-96.4058804
41.5519952,"Helena, AR",-81.4392828
42.2711311,"Helena, AR",-89.0939952
42.6651965,"Helena, AR",-82.92864279999999
42.2411344,"Helena, AR",-88.31619649999999
41.5853107,"Helena, AR",-87.8431078
39.4290415,"Helena, AR",-76.3557028
45.28956549999999,"Helena, AR",-122.3336963
37.9461438,"Helena, AR",-93.401034
35.2472869,"Helena, AR",-97.59975999999999
34.373361,"Helena, AR",-118.5400404
40.554887,"Helena, AR",-74.4642861
45.0952417,"Helena, AR",-93.5474577
33.9424658,"Helena, AR",-117.2296717
47.6101497,"Helena, AR",-122.2015159
33.5604168,"Helena, AR",-81.7195533
41.4218208,"Helena, AR",-73.2833176
38.113349,"Helena, AR",-77.4092467
38.049365,"Helena, AR",-122.1585777
41.3647193,"Helena, AR",-96.1577968
37.136425,"Helena, AR",-75.96459999999999
31.6129701,"Helena, AR",-82.73458509999999
39.6978871,"Helena, AR",-76.06272659999999
35.0526641,"Helena, AR",-78.87835849999999
40.9995386,"Helena, AR",-75.1812913
41.6716479,"Helena, AR",-70.42357249999999
36.4275477,"Helena, AR",-86.8047199
35.497105,"Helena, AR",-77.98193119999999
35.0456297,"Helena, AR",-85.3096801
44.6614039,"Helena, AR",-84.7147512
35.8240265,"Helena, AR",-80.2533838
48.7519112,"Helena, AR",-122.4786854
47.2042681,"Helena, AR",-121.9915003
32.9341893,"Helena, AR",-97.229298
33.8732279,"Helena, AR",-78.6141798
47.4291201,"Helena, AR",-122.5462666
46.6620478,"Helena, AR",-122.9640175
47.4543498,"Helena, AR",-116.7854567
47.6587802,"Helena, AR",-117.4260465
47.3087121,"Helena, AR",-122.0031692
47.3809335,"Helena, AR",-122.2348432
35.6869752,"Helena, AR",-105.937799
33.396503,"Helena, AR",-96.9605608
44.86196450000001,"Helena, AR",-93.53231029999999
43.0605671,"Helena, AR",-88.1064787
26.6167555,"Helena, AR",-80.0684479
41.8781136,"Helena, AR",-87.6297982
42.9963772,"Helena, AR",-96.4891976
44.4197558,"Helena, AR",-75.7253154
44.52357920000001,"Helena, AR",-89.574563
40.6096698,"Helena, AR",-111.9391031
33.9412127,"Helena, AR",-84.2135309
33.7805388,"Helena, AR",-116.4668036
41.8444735,"Helena, AR",-90.1887379
44.0014186,"Helena, AR",-72.4003713
40.8257625,"Helena, AR",-96.6851982
36.3728538,"Helena, AR",-94.2088172
36.3320196,"Helena, AR",-94.1185366
34.0900091,"Helena, AR",-117.8903397
61.2180556,"Helena, AR",-149.9002778
40.4211798,"Helena, AR",-79.7881024
45.2611,"Helena, AR",-93.45
41.2200946,"Helena, AR",-74.87127989999999
41.7747878,"Helena, AR",-78.02056019999999
44.5439375,"Helena, AR",-73.1479068
35.6970547,"Helena, AR",-82.5606851
43.1339545,"Helena, AR",-70.9264393
44.3483072,"Helena, AR",-106.6989375
41.4475686,"Helena, AR",-71.524667
45.2998418,"Helena, AR",-122.7737062
43.0881256,"Helena, AR",-70.73613700000001
34.2408403,"Helena, AR",-117.0772605
40.486427,"Helena, AR",-86.13360329999999
32.4315813,"Helena, AR",-80.6698286
40.1039592,"Helena, AR",-81.4165046
28.967194,"Helena, AR",-98.4786269
33.4417915,"Helena, AR",-94.0376881
34.6184471,"Helena, AR",-82.4779053
47.2528768,"Helena, AR",-122.4442906
43.2561251,"Helena, AR",-86.26756000000002
42.32228,"Helena, AR",-79.5781027
35.6094648,"Helena, AR",-108.8292535
37.665978,"Helena, AR",-77.5063739
43.5445959,"Helena, AR",-96.73110340000001
32.9857275,"Helena, AR",-80.1098123
44.95816440000001,"Helena, AR",-124.0178914
38.9478267,"Helena, AR",-90.9181916
37.0433863,"Helena, AR",-93.294353
47.7504469,"Helena, AR",-90.3342727
27.3364347,"Helena, AR",-82.53065269999999
35.4868032,"Helena, AR",-80.86007359999999
38.0932834,"Helena, AR",-75.2070644
47.4956579,"Helena, AR",-121.7867775
44.0247062,"Helena, AR",-88.5426136
28.18779,"Helena, AR",-82.73954540000001
39.613321,"Helena, AR",-105.0166498
36.2454257,"Helena, AR",-78.32860649999999
39.6837226,"Helena, AR",-75.74965720000002
39.5296329,"Helena, AR",-119.8138027
44.0880682,"Helena, AR",-69.80257879999999
47.0528789,"Helena, AR",-122.2942839
41.8875281,"Helena, AR",-88.3053525
38.9517053,"Helena, AR",-92.3340724
41.5381535,"Helena, AR",-72.80704349999999
40.3641184,"Helena, AR",-111.73854
48.0573924,"Helena, AR",-117.7413489
43.8109804,"Helena, AR",-91.7490143
37.0965278,"Helena, AR",-113.5684164
44.89254830000001,"Helena, AR",-94.3692926
38.57670170000001,"Helena, AR",-92.1735164
39.2689476,"Helena, AR",-84.26382600000001
36.2695388,"Helena, AR",-95.8547119
33.9318591,"Helena, AR",-117.946137
34.8641446,"Helena, AR",-118.1634075
39.3321262,"Helena, AR",-84.41726659999999
42.7345339,"Helena, AR",-71.3245067
28.9005446,"Helena, AR",-81.26367379999999
41.7453829,"Helena, AR",-70.618087
38.6631083,"Helena, AR",-90.5770675
33.6951627,"Helena, AR",-80.2109134
38.26058,"Helena, AR",-93.7729902
38.440429,"Helena, AR",-122.7140548
33.8160058,"Helena, AR",-78.680016
39.8637086,"Helena, AR",-77.0558143
46.2784365,"Helena, AR",-121.5960876
41.14045489999999,"Helena, AR",-96.24368419999999
38.0684692,"Helena, AR",-78.8894682
41.9721816,"Helena, AR",-71.4061876
35.7079146,"Helena, AR",-79.8136446
43.6187102,"Helena, AR",-116.2146068
40.01147110000001,"Helena, AR",-78.3733484
33.3942655,"Helena, AR",-104.5230242
47.8209301,"Helena, AR",-122.3151314
26.1224386,"Helena, AR",-80.13731740000001
39.643065,"Helena, AR",-85.5758961
39.70289229999999,"Helena, AR",-75.1118422
35.54655169999999,"Helena, AR",-77.0521742
28.182893,"Helena, AR",-82.3641751
47.0042643,"Helena, AR",-122.539846
45.3840077,"Helena, AR",-122.7639851
31.6035129,"Helena, AR",-94.6554874
34.095287,"Helena, AR",-118.1270146
32.6734636,"Helena, AR",-95.70940689999999
40.3301898,"Helena, AR",-111.9044877
41.9994722,"Helena, AR",-88.1450735
34.2793576,"Helena, AR",-118.5021527
41.7759301,"Helena, AR",-72.52150089999999
43.3270251,"Helena, AR",-71.184232
42.1034549,"Helena, AR",-73.5499249
44.2519526,"Helena, AR",-85.40116189999999
40.740375,"Helena, AR",-75.3096237
44.6496868,"Helena, AR",-93.24271999999999
43.3228462,"Helena, AR",-76.4171585
34.5794343,"Helena, AR",-118.1164613
44.52634219999999,"Helena, AR",-109.0565308
41.6757457,"Helena, AR",-72.86336349999999
36.6231181,"Helena, AR",-93.1640687
39.8466556,"Helena, AR",-82.8123646
40.8664873,"Helena, AR",-73.0356625
37.8727481,"Helena, AR",-92.2236667
38.809803,"Helena, AR",-82.2023691
39.9541166,"Helena, AR",-112.1202235
42.4792618,"Helena, AR",-71.1522765
42.7262016,"Helena, AR",-71.1908924
34.0753762,"Helena, AR",-84.2940899
29.9940924,"Helena, AR",-90.2417434
40.4623454,"Helena, AR",-74.3272286
41.3497456,"Helena, AR",-72.0790717
39.0911161,"Helena, AR",-94.41550679999999
37.2242358,"Helena, AR",-95.7083131
34.377059,"Helena, AR",-82.3473448
41.6524911,"Helena, AR",-70.2881124
40.2247075,"Helena, AR",-105.271378
42.5868882,"Helena, AR",-82.9195514
40.875891,"Helena, AR",-81.4023356
33.4936391,"Helena, AR",-117.1483648
38.0193657,"Helena, AR",-122.1341321
34.9248667,"Helena, AR",-81.02507840000001
