year,state,region,sightings_per_100k
1996,NJ,Northeast,NA
1996,NM,West,NA
1996,NV,West,NA
1996,NY,Northeast,NA
1996,OH,Midwest,NA
1996,OK,South,NA
1996,OR,West,NA
1996,PA,Northeast,NA
1996,RI,Northeast,NA
1996,SC,South,NA
1996,SD,Midwest,NA
1996,TN,South,NA
1996,TX,South,NA
1996,UT,West,NA
1996,VA,South,NA
1996,VT,Northeast,NA
1996,WA,West,NA
1996,WI,Midwest,NA
1996,WV,South,NA
1996,WY,West,NA
1997,AK,West,NA
1997,AL,South,NA
1997,AR,South,NA
1997,AZ,West,NA
1997,CA,West,NA
1997,CO,West,NA
1997,CT,Northeast,NA
1997,DE,South,NA
1997,FL,South,NA
1997,GA,South,NA
1997,HI,West,NA
1997,IA,Midwest,NA
1997,ID,West,NA
1997,IL,Midwest,NA
1997,IN,Midwest,NA
1997,KS,Midwest,NA
1997,KY,South,NA
1997,LA,South,NA
1997,MA,Northeast,NA
1997,MD,South,NA
1997,ME,Northeast,NA
1997,MI,Midwest,NA
1997,MN,Midwest,NA
1997,MO,Midwest,NA
1997,MS,South,NA
1997,MT,West,NA
1997,NC,South,NA
1997,ND,Midwest,NA
1997,NE,Midwest,NA
1997,NH,Northeast,NA
1997,NJ,Northeast,NA
1997,NM,West,NA
1997,NV,West,NA
1997,NY,Northeast,NA
1997,OH,Midwest,NA
1997,OK,South,NA
1997,OR,West,NA
1997,PA,Northeast,NA
1997,RI,Northeast,NA
1997,SC,South,NA
1997,SD,Midwest,NA
1997,TN,South,NA
1997,TX,South,NA
1997,UT,West,NA
1997,VA,South,NA
1997,VT,Northeast,NA
1997,WA,West,NA
1997,WI,Midwest,NA
1997,WV,South,NA
1997,WY,West,NA
1998,AK,West,NA
1998,AL,South,NA
1998,AR,South,NA
1998,AZ,West,NA
1998,CA,West,NA
1998,CO,West,NA
1998,CT,Northeast,NA
1998,DE,South,NA
1998,FL,South,NA
1998,GA,South,NA
1998,HI,West,NA
1998,IA,Midwest,NA
1998,ID,West,NA
1998,IL,Midwest,NA
1998,IN,Midwest,NA
1998,KS,Midwest,NA
1998,KY,South,NA
1998,LA,South,NA
1998,MA,Northeast,NA
1998,MD,South,NA
1998,ME,Northeast,NA
1998,MI,Midwest,NA
1998,MN,Midwest,NA
1998,MO,Midwest,NA
1998,MS,South,NA
1998,MT,West,NA
1998,NC,South,NA
1998,ND,Midwest,NA
1998,NE,Midwest,NA
1998,NH,Northeast,NA
1998,NJ,Northeast,NA
1998,NM,West,NA
1998,NV,West,NA
1998,NY,Northeast,NA
1998,OH,Midwest,NA
1998,OK,South,NA
1998,OR,West,NA
1998,PA,Northeast,NA
1998,RI,Northeast,NA
1998,SC,South,NA
1998,SD,Midwest,NA
1998,TN,South,NA
1998,TX,South,NA
1998,UT,West,NA
1998,VA,South,NA
1998,VT,Northeast,NA
1998,WA,West,NA
1998,WI,Midwest,NA
1998,WV,South,NA
1998,WY,West,NA
1999,AK,West,NA
1999,AL,South,NA
1999,AR,South,NA
1999,AZ,West,NA
1999,CA,West,NA
1999,CO,West,NA
1999,CT,Northeast,NA
1999,DE,South,NA
1999,FL,South,NA
1999,GA,South,NA
1999,HI,West,NA
1999,IA,Midwest,NA
1999,ID,West,NA
1999,IL,Midwest,NA
1999,IN,Midwest,NA
1999,KS,Midwest,NA
1999,KY,South,NA
1999,LA,South,NA
1999,MA,Northeast,NA
1999,MD,South,NA
1999,ME,Northeast,NA
1999,MI,Midwest,NA
1999,MN,Midwest,NA
1999,MO,Midwest,NA
1999,MS,South,NA
1999,MT,West,NA
1999,NC,South,NA
1999,ND,Midwest,NA
1999,NE,Midwest,NA
1999,NH,Northeast,NA
1999,NJ,Northeast,NA
1999,NM,West,NA
1999,NV,West,NA
1999,NY,Northeast,NA
1999,OH,Midwest,NA
1999,OK,South,NA
1999,OR,West,NA
1999,PA,Northeast,NA
1999,RI,Northeast,NA
1999,SC,South,NA
1999,SD,Midwest,NA
1999,TN,South,NA
1999,TX,South,NA
1999,UT,West,NA
1999,VA,South,NA
1999,VT,Northeast,NA
1999,WA,West,NA
1999,WI,Midwest,NA
1999,WV,South,NA
1999,WY,West,NA
2e3,AK,West,NA
2e3,AL,South,NA
2e3,AR,South,NA
2e3,AZ,West,NA
2e3,CA,West,NA
2e3,CO,West,NA
2e3,CT,Northeast,NA
2e3,DE,South,NA
2e3,FL,South,NA
2e3,GA,South,NA
2e3,HI,West,NA
2e3,IA,Midwest,NA
2e3,ID,West,NA
2e3,IL,Midwest,NA
2e3,IN,Midwest,NA
2e3,KS,Midwest,NA
2e3,KY,South,NA
2e3,LA,South,NA
2e3,MA,Northeast,NA
2e3,MD,South,NA
2e3,ME,Northeast,NA
2e3,MI,Midwest,NA
2e3,MN,Midwest,NA
2e3,MO,Midwest,NA
2e3,MS,South,NA
2e3,MT,West,NA
2e3,NC,South,NA
2e3,ND,Midwest,NA
2e3,NE,Midwest,NA
2e3,NH,Northeast,NA
2e3,NJ,Northeast,NA
2e3,NM,West,NA
2e3,NV,West,NA
2e3,NY,Northeast,NA
2e3,OH,Midwest,NA
2e3,OK,South,NA
2e3,OR,West,NA
2e3,PA,Northeast,NA
2e3,RI,Northeast,NA
2e3,SC,South,NA
2e3,SD,Midwest,NA
2e3,TN,South,NA
2e3,TX,South,NA
2e3,UT,West,NA
2e3,VA,South,NA
2e3,VT,Northeast,NA
2e3,WA,West,NA
2e3,WI,Midwest,NA
2e3,WV,South,NA
2e3,WY,West,NA
2001,AK,West,NA
2001,AL,South,NA
2001,AR,South,NA
2001,AZ,West,NA
2001,CA,West,NA
2001,CO,West,NA
2001,CT,Northeast,NA
2001,DE,South,NA
2001,FL,South,NA
2001,GA,South,NA
2001,HI,West,NA
2001,IA,Midwest,NA
2001,ID,West,NA
2001,IL,Midwest,NA
2001,IN,Midwest,NA
2001,KS,Midwest,NA
2001,KY,South,NA
2001,LA,South,NA
2001,MA,Northeast,NA
2001,MD,South,NA
2001,ME,Northeast,NA
2001,MI,Midwest,NA
2001,MN,Midwest,NA
2001,MO,Midwest,NA
2001,MS,South,NA
2001,MT,West,NA
2001,NC,South,NA
2001,ND,Midwest,NA
2001,NE,Midwest,NA
2001,NH,Northeast,NA
2001,NJ,Northeast,NA
2001,NM,West,NA
2001,NV,West,NA
2001,NY,Northeast,NA
2001,OH,Midwest,NA
2001,OK,South,NA
2001,OR,West,NA
2001,PA,Northeast,NA
2001,RI,Northeast,NA
2001,SC,South,NA
2001,SD,Midwest,NA
2001,TN,South,NA
2001,TX,South,NA
2001,UT,West,NA
2001,VA,South,NA
2001,VT,Northeast,NA
2001,WA,West,NA
2001,WI,Midwest,NA
2001,WV,South,NA
2001,WY,West,NA
2002,AK,West,NA
2002,AL,South,NA
2002,AR,South,NA
2002,AZ,West,NA
2002,CA,West,NA
2002,CO,West,NA
2002,CT,Northeast,NA
2002,DE,South,NA
2002,FL,South,NA
2002,GA,South,NA
2002,HI,West,NA
2002,IA,Midwest,NA
2002,ID,West,NA
2002,IL,Midwest,NA
2002,IN,Midwest,NA
2002,KS,Midwest,NA
2002,KY,South,NA
2002,LA,South,NA
2002,MA,Northeast,NA
2002,MD,South,NA
2002,ME,Northeast,NA
2002,MI,Midwest,NA
2002,MN,Midwest,NA
2002,MO,Midwest,NA
2002,MS,South,NA
2002,MT,West,NA
2002,NC,South,NA
2002,ND,Midwest,NA
2002,NE,Midwest,NA
2002,NH,Northeast,NA
2002,NJ,Northeast,NA
2002,NM,West,NA
2002,NV,West,NA
2002,NY,Northeast,NA
2002,OH,Midwest,NA
2002,OK,South,NA
2002,OR,West,NA
2002,PA,Northeast,NA
2002,RI,Northeast,NA
2002,SC,South,NA
2002,SD,Midwest,NA
2002,TN,South,NA
2002,TX,South,NA
2002,UT,West,NA
2002,VA,South,NA
2002,VT,Northeast,NA
2002,WA,West,NA
2002,WI,Midwest,NA
2002,WV,South,NA
2002,WY,West,NA
2003,AK,West,NA
2003,AL,South,NA
2003,AR,South,NA
2003,AZ,West,NA
2003,CA,West,NA
2003,CO,West,NA
2003,CT,Northeast,NA
2003,DE,South,NA
2003,FL,South,NA
2003,GA,South,NA
2003,HI,West,NA
2003,IA,Midwest,NA
2003,ID,West,NA
2003,IL,Midwest,NA
2003,IN,Midwest,NA
2003,KS,Midwest,NA
2003,KY,South,NA
2003,LA,South,NA
2003,MA,Northeast,NA
2003,MD,South,NA
2003,ME,Northeast,NA
2003,MI,Midwest,NA
2003,MN,Midwest,NA
2003,MO,Midwest,NA
2003,MS,South,NA
2003,MT,West,NA
2003,NC,South,NA
2003,ND,Midwest,NA
2003,NE,Midwest,NA
2003,NH,Northeast,NA
2003,NJ,Northeast,NA
2003,NM,West,NA
2003,NV,West,NA
2003,NY,Northeast,NA
2003,OH,Midwest,NA
2003,OK,South,NA
2003,OR,West,NA
2003,PA,Northeast,NA
2003,RI,Northeast,NA
2003,SC,South,NA
2003,SD,Midwest,NA
2003,TN,South,NA
2003,TX,South,NA
2003,UT,West,NA
2003,VA,South,NA
2003,VT,Northeast,NA
2003,WA,West,NA
2003,WI,Midwest,NA
2003,WV,South,NA
2003,WY,West,NA
2004,AK,West,NA
2004,AL,South,NA
2004,AR,South,NA
2004,AZ,West,NA
2004,CA,West,NA
2004,CO,West,NA
2004,CT,Northeast,NA
2004,DE,South,NA
2004,FL,South,NA
2004,GA,South,NA
2004,HI,West,NA
2004,IA,Midwest,NA
2004,ID,West,NA
2004,IL,Midwest,NA
2004,IN,Midwest,NA
2004,KS,Midwest,NA
2004,KY,South,NA
2004,LA,South,NA
2004,MA,Northeast,NA
2004,MD,South,NA
2004,ME,Northeast,NA
2004,MI,Midwest,NA
2004,MN,Midwest,NA
2004,MO,Midwest,NA
2004,MS,South,NA
2004,MT,West,NA
2004,NC,South,NA
2004,ND,Midwest,NA
2004,NE,Midwest,NA
2004,NH,Northeast,NA
2004,NJ,Northeast,NA
2004,NM,West,NA
2004,NV,West,NA
2004,NY,Northeast,NA
2004,OH,Midwest,NA
2004,OK,South,NA
2004,OR,West,NA
2004,PA,Northeast,NA
2004,RI,Northeast,NA
2004,SC,South,NA
2004,SD,Midwest,NA
2004,TN,South,NA
2004,TX,South,NA
2004,UT,West,NA
2004,VA,South,NA
2004,VT,Northeast,NA
2004,WA,West,NA
2004,WI,Midwest,NA
2004,WV,South,NA
2004,WY,West,NA
2005,AK,West,NA
2005,AL,South,NA
2005,AR,South,NA
2005,AZ,West,NA
2005,CA,West,NA
2005,CO,West,NA
2005,CT,Northeast,NA
2005,DE,South,NA
2005,FL,South,NA
2005,GA,South,NA
2005,HI,West,NA
2005,IA,Midwest,NA
2005,ID,West,NA
2005,IL,Midwest,NA
2005,IN,Midwest,NA
2005,KS,Midwest,NA
2005,KY,South,NA
2005,LA,South,NA
2005,MA,Northeast,NA
2005,MD,South,NA
2005,ME,Northeast,NA
2005,MI,Midwest,NA
2005,MN,Midwest,NA
2005,MO,Midwest,NA
2005,MS,South,NA
2005,MT,West,NA
2005,NC,South,NA
2005,ND,Midwest,NA
2005,NE,Midwest,NA
2005,NH,Northeast,NA
2005,NJ,Northeast,NA
2005,NM,West,NA
2005,NV,West,NA
2005,NY,Northeast,NA
2005,OH,Midwest,NA
2005,OK,South,NA
2005,OR,West,NA
2005,PA,Northeast,NA
2005,RI,Northeast,NA
2005,SC,South,NA
2005,SD,Midwest,NA
2005,TN,South,NA
2005,TX,South,NA
2005,UT,West,NA
2005,VA,South,NA
2005,VT,Northeast,NA
2005,WA,West,NA
2005,WI,Midwest,NA
2005,WV,South,NA
2005,WY,West,NA
2006,AK,West,NA
2006,AL,South,NA
2006,AR,South,NA
2006,AZ,West,NA
2006,CA,West,NA
2006,CO,West,NA
2006,CT,Northeast,NA
2006,DE,South,NA
2006,FL,South,NA
2006,GA,South,NA
2006,HI,West,NA
2006,IA,Midwest,NA
2006,ID,West,NA
2006,IL,Midwest,NA
2006,IN,Midwest,NA
2006,KS,Midwest,NA
2006,KY,South,NA
2006,LA,South,NA
2006,MA,Northeast,NA
2006,MD,South,NA
2006,ME,Northeast,NA
2006,MI,Midwest,NA
2006,MN,Midwest,NA
2006,MO,Midwest,NA
2006,MS,South,NA
2006,MT,West,NA
2006,NC,South,NA
2006,ND,Midwest,NA
2006,NE,Midwest,NA
2006,NH,Northeast,NA
2006,NJ,Northeast,NA
2006,NM,West,NA
2006,NV,West,NA
2006,NY,Northeast,NA
2006,OH,Midwest,NA
2006,OK,South,NA
2006,OR,West,NA
2006,PA,Northeast,NA
2006,RI,Northeast,NA
2006,SC,South,NA
2006,SD,Midwest,NA
2006,TN,South,NA
2006,TX,South,NA
2006,UT,West,NA
2006,VA,South,NA
2006,VT,Northeast,NA
2006,WA,West,NA
2006,WI,Midwest,NA
2006,WV,South,NA
2006,WY,West,NA
2007,AK,West,NA
2007,AL,South,NA
2007,AR,South,NA
2007,AZ,West,NA
2007,CA,West,NA
2007,CO,West,NA
2007,CT,Northeast,NA
2007,DE,South,NA
2007,FL,South,NA
2007,GA,South,NA
2007,HI,West,NA
2007,IA,Midwest,NA
2007,ID,West,NA
2007,IL,Midwest,NA
2007,IN,Midwest,NA
2007,KS,Midwest,NA
2007,KY,South,NA
2007,LA,South,NA
2007,MA,Northeast,NA
2007,MD,South,NA
2007,ME,Northeast,NA
2007,MI,Midwest,NA
2007,MN,Midwest,NA
2007,MO,Midwest,NA
2007,MS,South,NA
2007,MT,West,NA
2007,NC,South,NA
2007,ND,Midwest,NA
2007,NE,Midwest,NA
2007,NH,Northeast,NA
2007,NJ,Northeast,NA
2007,NM,West,NA
2007,NV,West,NA
2007,NY,Northeast,NA
2007,OH,Midwest,NA
2007,OK,South,NA
2007,OR,West,NA
2007,PA,Northeast,NA
2007,RI,Northeast,NA
2007,SC,South,NA
2007,SD,Midwest,NA
2007,TN,South,NA
2007,TX,South,NA
2007,UT,West,NA
2007,VA,South,NA
2007,VT,Northeast,NA
2007,WA,West,NA
2007,WI,Midwest,NA
2007,WV,South,NA
2007,WY,West,NA
2008,AK,West,NA
2008,AL,South,NA
2008,AR,South,NA
2008,AZ,West,NA
2008,CA,West,NA
2008,CO,West,NA
2008,CT,Northeast,NA
2008,DE,South,NA
2008,FL,South,NA
2008,GA,South,NA
2008,HI,West,NA
2008,IA,Midwest,NA
2008,ID,West,NA
2008,IL,Midwest,NA
2008,IN,Midwest,NA
2008,KS,Midwest,NA
2008,KY,South,NA
2008,LA,South,NA
2008,MA,Northeast,NA
2008,MD,South,NA
2008,ME,Northeast,NA
2008,MI,Midwest,NA
2008,MN,Midwest,NA
2008,MO,Midwest,NA
2008,MS,South,NA
2008,MT,West,NA
2008,NC,South,NA
2008,ND,Midwest,NA
2008,NE,Midwest,NA
2008,NH,Northeast,NA
2008,NJ,Northeast,NA
2008,NM,West,NA
2008,NV,West,NA
2008,NY,Northeast,NA
2008,OH,Midwest,NA
2008,OK,South,NA
2008,OR,West,NA
2008,PA,Northeast,NA
2008,RI,Northeast,NA
2008,SC,South,NA
2008,SD,Midwest,NA
2008,TN,South,NA
2008,TX,South,NA
2008,UT,West,NA
2008,VA,South,NA
2008,VT,Northeast,NA
2008,WA,West,NA
2008,WI,Midwest,NA
2008,WV,South,NA
2008,WY,West,NA
2009,AK,West,NA
2009,AL,South,NA
2009,AR,South,NA
2009,AZ,West,NA
2009,CA,West,NA
2009,CO,West,NA
2009,CT,Northeast,NA
2009,DE,South,NA
2009,FL,South,NA
2009,GA,South,NA
2009,HI,West,NA
2009,IA,Midwest,NA
2009,ID,West,NA
2009,IL,Midwest,NA
2009,IN,Midwest,NA
2009,KS,Midwest,NA
2009,KY,South,NA
2009,LA,South,NA
2009,MA,Northeast,NA
2009,MD,South,NA
2009,ME,Northeast,NA
2009,MI,Midwest,NA
2009,MN,Midwest,NA
2009,MO,Midwest,NA
2009,MS,South,NA
2009,MT,West,NA
2009,NC,South,NA
2009,ND,Midwest,NA
2009,NE,Midwest,NA
2009,NH,Northeast,NA
2009,NJ,Northeast,NA
2009,NM,West,NA
2009,NV,West,NA
2009,NY,Northeast,NA
2009,OH,Midwest,NA
2009,OK,South,NA
2009,OR,West,NA
2009,PA,Northeast,NA
2009,RI,Northeast,NA
2009,SC,South,NA
2009,SD,Midwest,NA
2009,TN,South,NA
2009,TX,South,NA
2009,UT,West,NA
2009,VA,South,NA
2009,VT,Northeast,NA
2009,WA,West,NA
2009,WI,Midwest,NA
2009,WV,South,NA
2009,WY,West,NA
2010,AK,West,NA
2010,AL,South,NA
2010,AR,South,NA
2010,AZ,West,NA
2010,CA,West,NA
2010,CO,West,NA
2010,CT,Northeast,NA
2010,DE,South,NA
2010,FL,South,NA
2010,GA,South,NA
2010,HI,West,NA
2010,IA,Midwest,NA
2010,ID,West,NA
2010,IL,Midwest,NA
2010,IN,Midwest,NA
2010,KS,Midwest,NA
2010,KY,South,NA
2010,LA,South,NA
2010,MA,Northeast,NA
2010,MD,South,NA
2010,ME,Northeast,NA
2010,MI,Midwest,NA
2010,MN,Midwest,NA
2010,MO,Midwest,NA
2010,MS,South,NA
2010,MT,West,NA
2010,NC,South,NA
2010,ND,Midwest,NA
2010,NE,Midwest,NA
2010,NH,Northeast,NA
2010,NJ,Northeast,NA
2010,NM,West,NA
2010,NV,West,NA
2010,NY,Northeast,NA
2010,OH,Midwest,NA
2010,OK,South,NA
2010,OR,West,NA
2010,PA,Northeast,NA
2010,RI,Northeast,NA
2010,SC,South,NA
2010,SD,Midwest,NA
2010,TN,South,NA
2010,TX,South,NA
2010,UT,West,NA
2010,VA,South,NA
2010,VT,Northeast,NA
2010,WA,West,NA
2010,WI,Midwest,NA
2010,WV,South,NA
2010,WY,West,NA
2011,AK,West,NA
2011,AL,South,NA
2011,AR,South,NA
2011,AZ,West,NA
2011,CA,West,NA
2011,CO,West,NA
2011,CT,Northeast,NA
2011,DE,South,NA
2011,FL,South,NA
2011,GA,South,NA
2011,HI,West,NA
2011,IA,Midwest,NA
2011,ID,West,NA
2011,IL,Midwest,NA
2011,IN,Midwest,NA
2011,KS,Midwest,NA
2011,KY,South,NA
2011,LA,South,NA
2011,MA,Northeast,NA
2011,MD,South,NA
2011,ME,Northeast,NA
2011,MI,Midwest,NA
2011,MN,Midwest,NA
2011,MO,Midwest,NA
2011,MS,South,NA
2011,MT,West,NA
2011,NC,South,NA
2011,ND,Midwest,NA
2011,NE,Midwest,NA
2011,NH,Northeast,NA
2011,NJ,Northeast,NA
2011,NM,West,NA
2011,NV,West,NA
2011,NY,Northeast,NA
2011,OH,Midwest,NA
2011,OK,South,NA
2011,OR,West,NA
2011,PA,Northeast,NA
2011,RI,Northeast,NA
2011,SC,South,NA
2011,SD,Midwest,NA
2011,TN,South,NA
2011,TX,South,NA
2011,UT,West,NA
2011,VA,South,NA
2011,VT,Northeast,NA
2011,WA,West,NA
2011,WI,Midwest,NA
2011,WV,South,NA
2011,WY,West,NA
2012,AK,West,NA
2012,AL,South,NA
2012,AR,South,NA
2012,AZ,West,NA
2012,CA,West,NA
2012,CO,West,NA
2012,CT,Northeast,NA
2012,DE,South,NA
2012,FL,South,NA
2012,GA,South,NA
2012,HI,West,NA
2012,IA,Midwest,NA
2012,ID,West,NA
2012,IL,Midwest,NA
2012,IN,Midwest,NA
2012,KS,Midwest,NA
2012,KY,South,NA
2012,LA,South,NA
2012,MA,Northeast,NA
2012,MD,South,NA
2012,ME,Northeast,NA
2012,MI,Midwest,NA
2012,MN,Midwest,NA
2012,MO,Midwest,NA
2012,MS,South,NA
2012,MT,West,NA
2012,NC,South,NA
2012,ND,Midwest,NA
2012,NE,Midwest,NA
2012,NH,Northeast,NA
2012,NJ,Northeast,NA
2012,NM,West,NA
2012,NV,West,NA
2012,NY,Northeast,NA
2012,OH,Midwest,NA
2012,OK,South,NA
2012,OR,West,NA
2012,PA,Northeast,NA
2012,RI,Northeast,NA
2012,SC,South,NA
2012,SD,Midwest,NA
2012,TN,South,NA
2012,TX,South,NA
2012,UT,West,NA
2012,VA,South,NA
2012,VT,Northeast,NA
2012,WA,West,NA
2012,WI,Midwest,NA
2012,WV,South,NA
2012,WY,West,NA
2013,AK,West,NA
2013,AL,South,NA
2013,AR,South,NA
2013,AZ,West,NA
2013,CA,West,NA
2013,CO,West,NA
2013,CT,Northeast,NA
2013,DE,South,NA
2013,FL,South,NA
2013,GA,South,NA
2013,HI,West,NA
2013,IA,Midwest,NA
2013,ID,West,NA
2013,IL,Midwest,NA
2013,IN,Midwest,NA
2013,KS,Midwest,NA
2013,KY,South,NA
2013,LA,South,NA
2013,MA,Northeast,NA
2013,MD,South,NA
2013,ME,Northeast,NA
2013,MI,Midwest,NA
2013,MN,Midwest,NA
2013,MO,Midwest,NA
2013,MS,South,NA
2013,MT,West,NA
2013,NC,South,NA
2013,ND,Midwest,NA
2013,NE,Midwest,NA
2013,NH,Northeast,NA
2013,NJ,Northeast,NA
2013,NM,West,NA
2013,NV,West,NA
2013,NY,Northeast,NA
2013,OH,Midwest,NA
2013,OK,South,NA
2013,OR,West,NA
2013,PA,Northeast,NA
2013,RI,Northeast,NA
2013,SC,South,NA
2013,SD,Midwest,NA
2013,TN,South,NA
2013,TX,South,NA
2013,UT,West,NA
2013,VA,South,NA
2013,VT,Northeast,NA
2013,WA,West,NA
2013,WI,Midwest,NA
2013,WV,South,NA
2013,WY,West,NA
2014,AK,West,NA
2014,AL,South,NA
2014,AR,South,NA
2014,AZ,West,NA
2014,CA,West,NA
2014,CO,West,NA
2014,CT,Northeast,NA
2014,DE,South,NA
2014,FL,South,NA
2014,GA,South,NA
2014,HI,West,NA
2014,IA,Midwest,NA
2014,ID,West,NA
2014,IL,Midwest,NA
2014,IN,Midwest,NA
2014,KS,Midwest,NA
2014,KY,South,NA
2014,LA,South,NA
2014,MA,Northeast,NA
2014,MD,South,NA
2014,ME,Northeast,NA
2014,MI,Midwest,NA
2014,MN,Midwest,NA
2014,MO,Midwest,NA
2014,MS,South,NA
2014,MT,West,NA
2014,NC,South,NA
2014,ND,Midwest,NA
2014,NE,Midwest,NA
2014,NH,Northeast,NA
2014,NJ,Northeast,NA
2014,NM,West,NA
2014,NV,West,NA
2014,NY,Northeast,NA
2014,OH,Midwest,NA
2014,OK,South,NA
2014,OR,West,NA
2014,PA,Northeast,NA
2014,RI,Northeast,NA
2014,SC,South,NA
2014,SD,Midwest,NA
2014,TN,South,NA
2014,TX,South,NA
2014,UT,West,NA
2014,VA,South,NA
2014,VT,Northeast,NA
2014,WA,West,NA
2014,WI,Midwest,NA
2014,WV,South,NA
2014,WY,West,NA
2015,AK,West,NA
2015,AL,South,NA
2015,AR,South,NA
2015,AZ,West,NA
2015,CA,West,NA
2015,CO,West,NA
2015,CT,Northeast,NA
2015,DE,South,NA
2015,FL,South,NA
2015,GA,South,NA
2015,HI,West,NA
2015,IA,Midwest,NA
2015,ID,West,NA
2015,IL,Midwest,NA
2015,IN,Midwest,NA
2015,KS,Midwest,NA
2015,KY,South,NA
2015,LA,South,NA
2015,MA,Northeast,NA
2015,MD,South,NA
2015,ME,Northeast,NA
2015,MI,Midwest,NA
2015,MN,Midwest,NA
2015,MO,Midwest,NA
2015,MS,South,NA
2015,MT,West,NA
2015,NC,South,NA
2015,ND,Midwest,NA
2015,NE,Midwest,NA
2015,NH,Northeast,NA
2015,NJ,Northeast,NA
2015,NM,West,NA
2015,NV,West,NA
2015,NY,Northeast,NA
2015,OH,Midwest,NA
2015,OK,South,NA
2015,OR,West,NA
2015,PA,Northeast,NA
2015,RI,Northeast,NA
2015,SC,South,NA
2015,SD,Midwest,NA
2015,TN,South,NA
2015,TX,South,NA
2015,UT,West,NA
2015,VA,South,NA
2015,VT,Northeast,NA
2015,WA,West,NA
2015,WI,Midwest,NA
2015,WV,South,NA
2015,WY,West,NA
2016,AK,West,NA
2016,AL,South,NA
2016,AR,South,NA
2016,AZ,West,NA
2016,CA,West,NA
2016,CO,West,NA
2016,CT,Northeast,NA
2016,DE,South,NA
2016,FL,South,NA
2016,GA,South,NA
2016,HI,West,NA
2016,IA,Midwest,NA
2016,ID,West,NA
2016,IL,Midwest,NA
2016,IN,Midwest,NA
2016,KS,Midwest,NA
2016,KY,South,NA
2016,LA,South,NA
2016,MA,Northeast,NA
2016,MD,South,NA
2016,ME,Northeast,NA
2016,MI,Midwest,NA
2016,MN,Midwest,NA
2016,MO,Midwest,NA
2016,MS,South,NA
2016,MT,West,NA
2016,NC,South,NA
2016,ND,Midwest,NA
2016,NE,Midwest,NA
2016,NH,Northeast,NA
2016,NJ,Northeast,NA
2016,NM,West,NA
2016,NV,West,NA
2016,NY,Northeast,NA
2016,OH,Midwest,NA
2016,OK,South,NA
2016,OR,West,NA
2016,PA,Northeast,NA
2016,RI,Northeast,NA
2016,SC,South,NA
2016,SD,Midwest,NA
2016,TN,South,NA
2016,TX,South,NA
2016,UT,West,NA
2016,VA,South,NA
2016,VT,Northeast,NA
2016,WA,West,NA
2016,WI,Midwest,NA
2016,WV,South,NA
2016,WY,West,NA
